figure_panel,phase,analysis,gene1,gene2,dataset,spearman_R,p_value,status,path
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAS1,KICH_Tumor,0.34,0.0056,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD4_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,CPOX,KICH_Tumor,0.54,3.1e-06,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD4_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,FECH,KICH_Tumor,0.5,2.2e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD4_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,HMBS,KICH_Tumor,0.35,0.0046,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD4_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,PPOX,KICH_Tumor,0.34,0.0048,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD4_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROD,KICH_Tumor,0.65,6.8e-09,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD4_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROS,KICH_Tumor,0.24,0.048,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__BRD4_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAD,KICH_Tumor,0.48,6.3e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__H2AFZ_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAS1,KICH_Tumor,0.25,0.042,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__H2AFZ_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,CPOX,KICH_Tumor,0.62,3e-08,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__H2AFZ_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,FECH,KICH_Tumor,0.28,0.023,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__H2AFZ_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,HMBS,KICH_Tumor,0.45,0.0002,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__H2AFZ_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,PPOX,KICH_Tumor,-0.0082,0.95,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__H2AFZ_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROD,KICH_Tumor,0.61,1.2e-07,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__H2AFZ_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROS,KICH_Tumor,0.19,0.13,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KICH_Tumor__H2AFZ_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAD,KIRC_Tumor,0.3,2.9e-12,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__ATAD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAS1,KIRC_Tumor,0.2,3.1e-06,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__ATAD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,CPOX,KIRC_Tumor,0.57,6.4e-47,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__ATAD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,FECH,KIRC_Tumor,0.4,2.5e-21,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__ATAD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,HMBS,KIRC_Tumor,0.14,0.0013,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__ATAD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,PPOX,KIRC_Tumor,-0.00025,1.0,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__ATAD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROD,KIRC_Tumor,0.012,0.78,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__ATAD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROS,KIRC_Tumor,0.091,0.037,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__ATAD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAD,KIRC_Tumor,0.54,4.1999999999999997e-41,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAS1,KIRC_Tumor,0.28,1.3e-10,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,CPOX,KIRC_Tumor,0.33,8e-15,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,FECH,KIRC_Tumor,0.45,9.8e-28,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,HMBS,KIRC_Tumor,-0.077,0.077,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,PPOX,KIRC_Tumor,0.32,2.6e-14,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROD,KIRC_Tumor,0.21,8e-07,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROS,KIRC_Tumor,-0.046,0.3,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAD,KIRC_Tumor,0.43,1.0999999999999998e-24,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD4_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAS1,KIRC_Tumor,0.33,3.8e-15,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD4_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,CPOX,KIRC_Tumor,0.36,7e-18,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD4_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,FECH,KIRC_Tumor,0.45,3.8e-27,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD4_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,HMBS,KIRC_Tumor,-0.019,0.67,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD4_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,PPOX,KIRC_Tumor,0.18,2.4e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD4_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROD,KIRC_Tumor,0.074,0.09,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD4_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROS,KIRC_Tumor,-0.11,0.012,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__BRD4_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAD,KIRC_Tumor,0.25,4.7e-09,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__H2AFZ_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAS1,KIRC_Tumor,0.35,1.4e-16,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__H2AFZ_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,CPOX,KIRC_Tumor,0.42,3.2000000000000003e-23,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__H2AFZ_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,FECH,KIRC_Tumor,0.29,2.5e-11,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__H2AFZ_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,HMBS,KIRC_Tumor,0.15,0.00044,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__H2AFZ_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,PPOX,KIRC_Tumor,-0.044,0.32,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__H2AFZ_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROD,KIRC_Tumor,0.29,1e-11,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__H2AFZ_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROS,KIRC_Tumor,0.16,0.0003,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRC_Tumor__H2AFZ_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAD,KIRP_Tumor,0.36,2.7e-10,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__ATAD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAS1,KIRP_Tumor,0.05,0.4,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__ATAD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,CPOX,KIRP_Tumor,0.63,2.2e-33,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__ATAD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,FECH,KIRP_Tumor,0.41,5.6e-13,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__ATAD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,HMBS,KIRP_Tumor,0.023,0.7,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__ATAD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,PPOX,KIRP_Tumor,-0.11,0.058,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__ATAD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROD,KIRP_Tumor,-0.047,0.43,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__ATAD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROS,KIRP_Tumor,-0.02,0.74,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__ATAD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAD,KIRP_Tumor,0.47,3.3e-17,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAS1,KIRP_Tumor,0.23,6.7e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,CPOX,KIRP_Tumor,0.6,6.3e-29,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,FECH,KIRP_Tumor,0.33,1.5e-08,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,HMBS,KIRP_Tumor,0.19,0.00097,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,PPOX,KIRP_Tumor,0.18,0.0021,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROD,KIRP_Tumor,0.16,0.0073,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,UROS,KIRP_Tumor,0.021,0.73,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAD,KIRP_Tumor,0.47,5.3e-17,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD4_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,ALAS1,KIRP_Tumor,0.21,0.00036,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD4_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,CPOX,KIRP_Tumor,0.64,2.5e-34,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD4_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,FECH,KIRP_Tumor,0.44,1.2e-14,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD4_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,HMBS,KIRP_Tumor,0.13,0.023,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD4_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,PPOX,KIRP_Tumor,0.057,0.34,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD4_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROD,KIRP_Tumor,0.032,0.59,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD4_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD4,UROS,KIRP_Tumor,-0.048,0.42,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__BRD4_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAD,KIRP_Tumor,0.37,8.1e-11,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__H2AFZ_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,ALAS1,KIRP_Tumor,0.14,0.018,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__H2AFZ_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,CPOX,KIRP_Tumor,0.39,6.2e-12,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__H2AFZ_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,FECH,KIRP_Tumor,0.34,3.8e-09,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__H2AFZ_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,HMBS,KIRP_Tumor,0.1,0.08,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__H2AFZ_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,PPOX,KIRP_Tumor,-0.032,0.59,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__H2AFZ_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROD,KIRP_Tumor,0.32,2.8e-08,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__H2AFZ_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,H2AFZ,UROS,KIRP_Tumor,0.11,0.071,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__KIRP_Tumor__H2AFZ_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAD,LIHC_Tumor,0.057,0.28,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__ATAD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,ALAS1,LIHC_Tumor,-0.079,0.13,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__ATAD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,CPOX,LIHC_Tumor,0.34,2.3e-11,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__ATAD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,FECH,LIHC_Tumor,0.19,0.00025,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__ATAD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,HMBS,LIHC_Tumor,0.22,1.6e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__ATAD2_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,PPOX,LIHC_Tumor,0.22,3.1e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__ATAD2_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROD,LIHC_Tumor,-0.027,0.61,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__ATAD2_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,ATAD2,UROS,LIHC_Tumor,-0.0093,0.86,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__ATAD2_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAD,LIHC_Tumor,0.32,3.4e-10,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__BRD2_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,ALAS1,LIHC_Tumor,0.018,0.72,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__BRD2_vs_ALAS1.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,CPOX,LIHC_Tumor,0.48,4.6e-23,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__BRD2_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,FECH,LIHC_Tumor,0.39,4e-15,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__BRD2_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5A,focused_chromatin_vs_heme,BRD2,HMBS,LIHC_Tumor,0.21,4.8e-05,ok,gepia_results_phase5/5A__focused_chromatin_vs_heme__LIHC_Tumor__BRD2_vs_HMBS.pdf
