figure_panel,phase,analysis,gene1,gene2,dataset,spearman_R,p_value,status,path
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,LIHC_Tumor,0.41,8.9e-17,ok,gepia_results_phase5/5B__focused_within_heme__LIHC_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,LIHC_Tumor,0.0052,0.92,ok,gepia_results_phase5/5B__focused_within_heme__LIHC_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,LIHC_Tumor,0.24,3.8e-06,ok,gepia_results_phase5/5B__focused_within_heme__LIHC_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,LIHC_Tumor,-0.14,0.0088,ok,gepia_results_phase5/5B__focused_within_heme__LIHC_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,LIHC_Tumor,0.14,0.0059,ok,gepia_results_phase5/5B__focused_within_heme__LIHC_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,LIHC_Tumor,-0.0005,0.99,ok,gepia_results_phase5/5B__focused_within_heme__LIHC_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,LUAD_Tumor,-0.14,0.0024,ok,gepia_results_phase5/5B__focused_within_heme__LUAD_Tumor__ALAD_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,LUAD_Tumor,0.26,7.2e-09,ok,gepia_results_phase5/5B__focused_within_heme__LUAD_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,LUAD_Tumor,0.12,0.0096,ok,gepia_results_phase5/5B__focused_within_heme__LUAD_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,LUAD_Tumor,0.25,4.2e-08,ok,gepia_results_phase5/5B__focused_within_heme__LUAD_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,LUAD_Tumor,-0.059,0.2,ok,gepia_results_phase5/5B__focused_within_heme__LUAD_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,LUAD_Tumor,0.056,0.22,ok,gepia_results_phase5/5B__focused_within_heme__LUAD_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,LUAD_Tumor,0.16,0.00051,ok,gepia_results_phase5/5B__focused_within_heme__LUAD_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,LUSC_Tumor,-0.012,0.8,ok,gepia_results_phase5/5B__focused_within_heme__LUSC_Tumor__ALAD_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,LUSC_Tumor,0.27,1.2e-09,ok,gepia_results_phase5/5B__focused_within_heme__LUSC_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,LUSC_Tumor,0.19,3.2e-05,ok,gepia_results_phase5/5B__focused_within_heme__LUSC_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,LUSC_Tumor,0.24,6.8e-08,ok,gepia_results_phase5/5B__focused_within_heme__LUSC_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,LUSC_Tumor,0.086,0.058,ok,gepia_results_phase5/5B__focused_within_heme__LUSC_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,LUSC_Tumor,0.08,0.079,ok,gepia_results_phase5/5B__focused_within_heme__LUSC_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,LUSC_Tumor,0.039,0.39,ok,gepia_results_phase5/5B__focused_within_heme__LUSC_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,PRAD_Tumor,-0.16,0.00024,ok,gepia_results_phase5/5B__focused_within_heme__PRAD_Tumor__ALAD_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,PRAD_Tumor,0.32,1.6e-13,ok,gepia_results_phase5/5B__focused_within_heme__PRAD_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,PRAD_Tumor,0.0031,0.94,ok,gepia_results_phase5/5B__focused_within_heme__PRAD_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,PRAD_Tumor,0.31,4.2e-12,ok,gepia_results_phase5/5B__focused_within_heme__PRAD_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,PRAD_Tumor,-0.25,2.4e-08,ok,gepia_results_phase5/5B__focused_within_heme__PRAD_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,PRAD_Tumor,-0.071,0.11,ok,gepia_results_phase5/5B__focused_within_heme__PRAD_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,PRAD_Tumor,0.27,1.5e-09,ok,gepia_results_phase5/5B__focused_within_heme__PRAD_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,STAD_Tumor,-0.079,0.11,ok,gepia_results_phase5/5B__focused_within_heme__STAD_Tumor__ALAD_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,STAD_Tumor,-0.0077,0.88,ok,gepia_results_phase5/5B__focused_within_heme__STAD_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,STAD_Tumor,0.19,0.00017,ok,gepia_results_phase5/5B__focused_within_heme__STAD_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,STAD_Tumor,0.2,4.1e-05,ok,gepia_results_phase5/5B__focused_within_heme__STAD_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,STAD_Tumor,-0.01,0.84,ok,gepia_results_phase5/5B__focused_within_heme__STAD_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,STAD_Tumor,0.1,0.034,ok,gepia_results_phase5/5B__focused_within_heme__STAD_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,STAD_Tumor,0.3,1.1e-09,ok,gepia_results_phase5/5B__focused_within_heme__STAD_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAD,HMBS,THCA_Tumor,0.13,0.0031,ok,gepia_results_phase5/5B__focused_within_heme__THCA_Tumor__ALAD_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,ALAS1,ALAD,THCA_Tumor,0.25,5.1e-09,ok,gepia_results_phase5/5B__focused_within_heme__THCA_Tumor__ALAS1_vs_ALAD.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,CPOX,PPOX,THCA_Tumor,0.27,4.6e-10,ok,gepia_results_phase5/5B__focused_within_heme__THCA_Tumor__CPOX_vs_PPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,HMBS,UROS,THCA_Tumor,0.52,3.4e-36,ok,gepia_results_phase5/5B__focused_within_heme__THCA_Tumor__HMBS_vs_UROS.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,PPOX,FECH,THCA_Tumor,-0.11,0.016,ok,gepia_results_phase5/5B__focused_within_heme__THCA_Tumor__PPOX_vs_FECH.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROD,CPOX,THCA_Tumor,0.22,6.3e-07,ok,gepia_results_phase5/5B__focused_within_heme__THCA_Tumor__UROD_vs_CPOX.pdf
Supplemental_pancancer_chromatin_heme,5B,focused_within_heme,UROS,UROD,THCA_Tumor,0.64,3.3e-61,ok,gepia_results_phase5/5B__focused_within_heme__THCA_Tumor__UROS_vs_UROD.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,BRCA_Tumor,0.072,0.018,ok,gepia_results_phase5/5C__focused_confound_hmbs__BRCA_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,BRCA_Tumor,0.22,3.2e-13,ok,gepia_results_phase5/5C__focused_confound_hmbs__BRCA_Tumor__MKI67_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,COAD_Tumor,0.21,0.00058,ok,gepia_results_phase5/5C__focused_confound_hmbs__COAD_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,COAD_Tumor,0.32,7.7e-08,ok,gepia_results_phase5/5C__focused_confound_hmbs__COAD_Tumor__MKI67_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,HNSC_Tumor,0.0031,0.94,ok,gepia_results_phase5/5C__focused_confound_hmbs__HNSC_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,HNSC_Tumor,0.085,0.052,ok,gepia_results_phase5/5C__focused_confound_hmbs__HNSC_Tumor__MKI67_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,KICH_Tumor,0.4,0.00084,ok,gepia_results_phase5/5C__focused_confound_hmbs__KICH_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,KICH_Tumor,0.21,0.093,ok,gepia_results_phase5/5C__focused_confound_hmbs__KICH_Tumor__MKI67_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,KIRC_Tumor,-0.16,0.0002,ok,gepia_results_phase5/5C__focused_confound_hmbs__KIRC_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,KIRC_Tumor,0.23,8.4e-08,ok,gepia_results_phase5/5C__focused_confound_hmbs__KIRC_Tumor__MKI67_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,KIRP_Tumor,0.19,0.00097,ok,gepia_results_phase5/5C__focused_confound_hmbs__KIRP_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,KIRP_Tumor,-0.047,0.43,ok,gepia_results_phase5/5C__focused_confound_hmbs__KIRP_Tumor__MKI67_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,LIHC_Tumor,0.25,1.2e-06,ok,gepia_results_phase5/5C__focused_confound_hmbs__LIHC_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,LIHC_Tumor,0.32,1.7e-10,ok,gepia_results_phase5/5C__focused_confound_hmbs__LIHC_Tumor__MKI67_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,LUAD_Tumor,0.12,0.01,ok,gepia_results_phase5/5C__focused_confound_hmbs__LUAD_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,LUAD_Tumor,0.26,7.1e-09,ok,gepia_results_phase5/5C__focused_confound_hmbs__LUAD_Tumor__MKI67_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,LUSC_Tumor,0.074,0.1,ok,gepia_results_phase5/5C__focused_confound_hmbs__LUSC_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,LUSC_Tumor,0.17,0.00013,ok,gepia_results_phase5/5C__focused_confound_hmbs__LUSC_Tumor__MKI67_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,PRAD_Tumor,-0.088,0.051,ok,gepia_results_phase5/5C__focused_confound_hmbs__PRAD_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,PRAD_Tumor,0.076,0.092,ok,gepia_results_phase5/5C__focused_confound_hmbs__PRAD_Tumor__MKI67_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,STAD_Tumor,0.49,1.8e-25,ok,gepia_results_phase5/5C__focused_confound_hmbs__STAD_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,STAD_Tumor,0.52,1.0000000000000001e-29,ok,gepia_results_phase5/5C__focused_confound_hmbs__STAD_Tumor__MKI67_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,HDAC1,HMBS,THCA_Tumor,0.49,7.3e-33,ok,gepia_results_phase5/5C__focused_confound_hmbs__THCA_Tumor__HDAC1_vs_HMBS.pdf
Supplemental_pancancer_chromatin_heme,5C,focused_confound_hmbs,MKI67,HMBS,THCA_Tumor,-0.17,0.00013,ok,gepia_results_phase5/5C__focused_confound_hmbs__THCA_Tumor__MKI67_vs_HMBS.pdf
