"phase","analysis","gene1","gene2","dataset","R","p_value","status","path"
"ph1","chromatin_vs_heme","ATAD2","HMBS","UCEC_Normal",-0.44,"0.14","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_HMBS__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","Adipose_Subcutaneous",0.31,"2.2e-08","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__Adipose_Subcutaneous__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","BLCA_Normal",-0.066,"0.79","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","BRCA_Normal",0.53,"2e-09","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","CHOL_Normal",-0.35,"0.35","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","COAD_Normal",0.061,"0.71","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","ESCA_Normal",0.46,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","HNSC_Normal",0.026,"0.87","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","KICH_Normal",0.42,"0.036","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","KIRC_Normal",0.14,"0.25","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","KIRP_Normal",0.62,"0.00014","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","LIHC_Normal",0.28,"0.052","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","LUAD_Normal",0.081,"0.54","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","LUSC_Normal",0.24,"0.089","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","PAAD_Normal",0.8,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","PRAD_Normal",0.11,"0.43","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","READ_Normal",-0.49,"0.15","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","STAD_Normal",0.54,"6e-04","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","THCA_Normal",-0.055,"0.68","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","PPOX","UCEC_Normal",-0.16,"0.6","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_PPOX__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","Adipose_Subcutaneous",0.06,"0.28","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__Adipose_Subcutaneous__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","BLCA_Normal",-0.014,"0.96","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","BRCA_Normal",-0.31,"0.00081","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","CESC_Normal",-0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","CHOL_Normal",-0.7,"0.035","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","COAD_Normal",-0.24,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","ESCA_Normal",0.51,"0.078","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","HNSC_Normal",-0.44,"0.003","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","KICH_Normal",-0.14,"0.51","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","KIRC_Normal",0.22,"0.069","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","KIRP_Normal",0.29,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","LIHC_Normal",0.37,"0.009","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","LUAD_Normal",-0.32,"0.015","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","LUSC_Normal",0.13,"0.36","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","PAAD_Normal",-1,"0.083","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","PRAD_Normal",0.23,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","READ_Normal",-0.88,"0.002","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","STAD_Normal",0.092,"0.59","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","THCA_Normal",-0.36,"0.005","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROD","UCEC_Normal",0.1,"0.74","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROD__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","Adipose_Subcutaneous",-0.098,"0.08","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__Adipose_Subcutaneous__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","BLCA_Normal",-0.047,"0.85","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","BRCA_Normal",-0.15,"0.1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","CESC_Normal",-0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","CHOL_Normal",-0.33,"0.38","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","COAD_Normal",0.098,"0.54","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","ESCA_Normal",0.67,"0.015","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","HNSC_Normal",-0.41,"0.0056","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","KICH_Normal",-0.25,"0.24","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","KIRC_Normal",0.15,"0.22","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","KIRP_Normal",0.19,"0.31","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","LIHC_Normal",0.29,"0.044","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","LUAD_Normal",-0.23,"0.074","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","LUSC_Normal",0.091,"0.53","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","PAAD_Normal",-0.2,"0.92","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","PCPG_Normal",-0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","PRAD_Normal",0.24,"0.083","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","READ_Normal",-0.39,"0.26","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","STAD_Normal",0.13,"0.43","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","THCA_Normal",-0.38,"0.0027","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","ATAD2","UROS","UCEC_Normal",-0.57,"0.047","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__ATAD2_vs_UROS__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","BLCA_Normal",-0.31,"0.2","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","BRCA_Normal",0.096,"0.31","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","CHOL_Normal",-0.1,"0.81","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","COAD_Normal",0.066,"0.68","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","ESCA_Normal",0.18,"0.57","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","HNSC_Normal",0.36,"0.017","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","KICH_Normal",-0.45,"0.026","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","KIRC_Normal",-0.26,"0.025","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","KIRP_Normal",-0.48,"0.0062","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","LIHC_Normal",0.031,"0.83","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","LUAD_Normal",0.46,"0.00029","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","LUSC_Normal",0.43,"0.002","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","PAAD_Normal",-0.4,"0.75","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","PCPG_Normal",-0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","PRAD_Normal",0.55,"3.4e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","READ_Normal",0.87,"0.0027","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","STAD_Normal",0.63,"5.2e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","THCA_Normal",0.61,"3.7e-07","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","THYM_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAD","UCEC_Normal",0.15,"0.63","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAD__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","BLCA_Normal",0.8,"5.6e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","BRCA_Normal",-0.052,"0.58","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","CESC_Normal",-1,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","CHOL_Normal",0.75,"0.025","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","COAD_Normal",0.2,"0.21","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","ESCA_Normal",0.79,"0.0023","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","HNSC_Normal",0.35,"0.022","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","KICH_Normal",0.068,"0.75","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","KIRC_Normal",0.61,"1.8e-08","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","KIRP_Normal",0.6,"0.00037","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","LIHC_Normal",0.051,"0.72","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","LUAD_Normal",0.15,"0.27","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","LUSC_Normal",0.43,"0.002","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","PAAD_Normal",-0.8,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","PCPG_Normal",1,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","PRAD_Normal",0.27,"0.05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","READ_Normal",0.13,"0.73","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","STAD_Normal",-0.019,"0.91","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","THCA_Normal",0.5,"5.7e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","THYM_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","BRD2","ALAS1","UCEC_Normal",0.16,"0.6","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__BRD2_vs_ALAS1__UCEC_Normal__spearman.pdf"
