"phase","analysis","gene1","gene2","dataset","R","p_value","status","path"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","PRAD_Normal",-0.53,"6.1e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","READ_Normal",0.14,"0.71","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","STAD_Normal",-0.36,"0.031","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","THCA_Normal",-0.018,"0.89","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","THYM_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","ALAS1","UCEC_Normal",0.22,"0.47","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_ALAS1__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","Adipose_Subcutaneous",0.13,"0.02","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__Adipose_Subcutaneous__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","BLCA_Normal",0.061,"0.8","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","BRCA_Normal",0.23,"0.016","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","CHOL_Normal",0.067,"0.88","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","COAD_Normal",0.067,"0.68","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","ESCA_Normal",0.84,"0.00054","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","HNSC_Normal",0.66,"2.2e-06","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","KICH_Normal",-0.088,"0.67","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","KIRC_Normal",0.47,"3.1e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","KIRP_Normal",0.57,"0.00066","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","LIHC_Normal",0.28,"0.045","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","LUAD_Normal",-0.29,"0.026","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","LUSC_Normal",0.25,"0.077","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","PAAD_Normal",1,"0.083","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","PRAD_Normal",0.29,"0.035","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","READ_Normal",-0.38,"0.28","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","STAD_Normal",0.14,"0.42","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","THCA_Normal",-0.018,"0.89","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","CPOX","UCEC_Normal",0.34,"0.25","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_CPOX__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","Adipose_Subcutaneous",-0.019,"0.74","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__Adipose_Subcutaneous__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","BLCA_Normal",0.29,"0.23","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","BRCA_Normal",0.11,"0.27","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","CHOL_Normal",0.067,"0.88","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","COAD_Normal",0.1,"0.52","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","ESCA_Normal",0.69,"0.011","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","HNSC_Normal",0.068,"0.66","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","KICH_Normal",0.17,"0.41","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","KIRC_Normal",0.065,"0.59","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","KIRP_Normal",-0.058,"0.75","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","LIHC_Normal",0.29,"0.039","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","LUAD_Normal",-0.12,"0.38","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","LUSC_Normal",0.21,"0.14","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","PAAD_Normal",0.2,"0.92","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","PRAD_Normal",0.4,"0.0031","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","READ_Normal",-0.33,"0.35","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","SARC_Normal",-1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","STAD_Normal",0.35,"0.035","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","THCA_Normal",-0.19,"0.14","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","FECH","UCEC_Normal",0.46,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_FECH__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","Adipose_Subcutaneous",0.087,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__Adipose_Subcutaneous__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","BLCA_Normal",0.18,"0.47","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","BRCA_Normal",0.25,"0.0071","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","CHOL_Normal",0.63,"0.076","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","COAD_Normal",0.7,"8.6e-07","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","ESCA_Normal",0.87,"0.00012","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","HNSC_Normal",0.45,"0.0023","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","KICH_Normal",0.62,"0.0011","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","KIRC_Normal",0.79,"1.5e-16","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","KIRP_Normal",0.82,"9.5e-09","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","LIHC_Normal",0.65,"3.9e-07","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","LUAD_Normal",0.19,"0.14","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","LUSC_Normal",0.32,"0.022","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","PAAD_Normal",0.4,"0.75","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","PCPG_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","PRAD_Normal",0.11,"0.42","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","READ_Normal",0.71,"0.028","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","STAD_Normal",0.21,"0.21","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","THCA_Normal",-0.074,"0.58","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","HMBS","UCEC_Normal",-0.12,"0.71","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_HMBS__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","Adipose_Subcutaneous",-0.088,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__Adipose_Subcutaneous__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","BLCA_Normal",-0.41,"0.081","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","BRCA_Normal",0.38,"3.1e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","CESC_Normal",-0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","CHOL_Normal",0.083,"0.84","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","COAD_Normal",-0.013,"0.93","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","ESCA_Normal",0.45,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","HNSC_Normal",0.039,"0.8","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","KICH_Normal",0.57,"0.0032","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","KIRC_Normal",0.42,"0.00024","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","KIRP_Normal",0.67,"3.2e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","LIHC_Normal",0.57,"1.5e-05","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","LUAD_Normal",-0.19,"0.16","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__LUAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","LUSC_Normal",0.22,"0.13","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__LUSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","PAAD_Normal",-0.8,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__PAAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","PCPG_Normal",-0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__PCPG_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","PRAD_Normal",0.00047,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__PRAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","READ_Normal",-0.41,"0.25","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__READ_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","SARC_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__SARC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","SKCM_Normal",NA,NA,"extraction_failed","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__SKCM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","STAD_Normal",0.56,"0.00042","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__STAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","THCA_Normal",-0.16,"0.22","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__THCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","THYM_Normal",1,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__THYM_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","PPOX","UCEC_Normal",-0.63,"0.025","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_PPOX__UCEC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","Adipose_Subcutaneous",-0.066,"0.24","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__Adipose_Subcutaneous__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","BLCA_Normal",0.45,"0.057","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__BLCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","BRCA_Normal",-0.052,"0.59","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__BRCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","CESC_Normal",0.5,"1","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__CESC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","CHOL_Normal",0.42,"0.27","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__CHOL_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","COAD_Normal",0.21,"0.18","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__COAD_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","ESCA_Normal",0.77,"0.0033","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__ESCA_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","HNSC_Normal",-0.34,"0.025","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__HNSC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","KICH_Normal",0.5,"0.01","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__KICH_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","KIRC_Normal",0.55,"5.9e-07","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__KIRC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","KIRP_Normal",0.74,"3.1e-06","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__KIRP_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","LIHC_Normal",0.66,"2e-07","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__LIHC_Normal__spearman.pdf"
"ph1","chromatin_vs_heme","H2AFZ","UROD","LUAD_Normal",0.37,"0.0041","ok","./gepia_pdfs/gepia_pdfs_ph1/ph1__chromatin_vs_heme__H2AFZ_vs_UROD__LUAD_Normal__spearman.pdf"
