"phase","analysis","gene1","gene2","dataset","R","p_value","status","path"
"ph2","chromatin_vs_heme","BRD4","HMBS","LUSC_Tumor",0.098,"0.031","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","MESO_Tumor",0.24,"0.023","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","OV_Tumor",0.18,"0.00023","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","PAAD_Tumor",-0.072,"0.34","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","PCPG_Tumor",0.15,"0.045","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","PRAD_Tumor",-0.13,"0.0039","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","READ_Tumor",0.022,"0.83","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","SARC_Tumor",-0.088,"0.16","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","SKCM_Tumor",0.22,"1.3e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","STAD_Tumor",0.11,"0.023","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","TGCT_Tumor",0.13,"0.13","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","THCA_Tumor",0.02,"0.65","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","THYM_Tumor",-0.39,"1.1e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","UCEC_Tumor",0.12,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","UCS_Tumor",-0.064,"0.63","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__UCS_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","HMBS","UVM_Tumor",0.27,"0.014","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_HMBS__UVM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","ACC_Tumor",0.35,"0.002","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__ACC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","BLCA_Tumor",-0.11,"0.034","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__BLCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","BRCA_Tumor",0.006,"0.84","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__BRCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","CESC_Tumor",-0.056,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__CESC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","CHOL_Tumor",0.11,"0.51","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__CHOL_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","COAD_Tumor",0.027,"0.65","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__COAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","DLBC_Tumor",0.19,"0.21","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__DLBC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","ESCA_Tumor",0.0087,"0.91","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__ESCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","GBM_Tumor",0.092,"0.24","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__GBM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","HNSC_Tumor",0.026,"0.56","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__HNSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","KICH_Tumor",0.34,"0.0048","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__KICH_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","KIRC_Tumor",0.18,"2.4e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__KIRC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","KIRP_Tumor",0.057,"0.34","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__KIRP_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","LAML_Tumor",0.39,"8.9e-08","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__LAML_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","LGG_Tumor",0.23,"1e-07","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__LGG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","LIHC_Tumor",0.15,"0.0041","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__LIHC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","LUAD_Tumor",-0.026,"0.56","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__LUAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","LUSC_Tumor",0.21,"5e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","MESO_Tumor",-0.00093,"0.99","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","OV_Tumor",0.23,"1.4e-06","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","PAAD_Tumor",0.12,"0.097","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","PCPG_Tumor",-0.18,"0.017","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","PRAD_Tumor",-0.12,"0.0094","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","READ_Tumor",-0.14,"0.2","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","SARC_Tumor",0.16,"0.0075","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","SKCM_Tumor",0.088,"0.058","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","STAD_Tumor",0.36,"4.5e-14","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","TGCT_Tumor",0.032,"0.71","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","THCA_Tumor",0.02,"0.65","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","THYM_Tumor",-0.58,"4.7e-12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","UCEC_Tumor",-0.21,"0.0062","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","UCS_Tumor",-0.1,"0.44","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__UCS_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","PPOX","UVM_Tumor",0.3,"0.0076","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_PPOX__UVM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","ACC_Tumor",0.08,"0.49","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__ACC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","BLCA_Tumor",0.11,"0.023","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__BLCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","BRCA_Tumor",0.1,"0.00072","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__BRCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","CESC_Tumor",0.082,"0.15","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__CESC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","CHOL_Tumor",0.041,"0.81","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__CHOL_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","COAD_Tumor",0.038,"0.53","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__COAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","DLBC_Tumor",-0.43,"0.0026","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__DLBC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","ESCA_Tumor",0.16,"0.035","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__ESCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","GBM_Tumor",-0.3,"0.00011","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__GBM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","HNSC_Tumor",-0.14,"0.001","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__HNSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","KICH_Tumor",0.65,"6.8e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__KICH_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","KIRC_Tumor",0.074,"0.09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__KIRC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","KIRP_Tumor",0.032,"0.59","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__KIRP_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","LAML_Tumor",0.44,"2.1e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__LAML_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","LGG_Tumor",0.14,"0.0013","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__LGG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","LIHC_Tumor",0.0075,"0.89","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__LIHC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","LUAD_Tumor",-0.087,"0.055","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__LUAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","LUSC_Tumor",-0.18,"5e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","MESO_Tumor",0.13,"0.24","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","OV_Tumor",0.11,"0.024","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","PAAD_Tumor",0.29,"6.3e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","PCPG_Tumor",0.015,"0.84","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","PRAD_Tumor",-0.088,"0.051","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","READ_Tumor",0.026,"0.81","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","SARC_Tumor",0.17,"0.0057","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","SKCM_Tumor",0.13,"0.0057","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","STAD_Tumor",0.29,"4.3e-09","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","TGCT_Tumor",0.12,"0.15","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","THCA_Tumor",0.11,"0.014","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","THYM_Tumor",0.053,"0.57","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","UCEC_Tumor",0.092,"0.23","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","UCS_Tumor",0.19,"0.17","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__UCS_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROD","UVM_Tumor",0.2,"0.077","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROD__UVM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","ACC_Tumor",0.42,"0.00013","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__ACC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","BLCA_Tumor",0.04,"0.42","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__BLCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","BRCA_Tumor",-0.0085,"0.78","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__BRCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","CESC_Tumor",-0.0051,"0.93","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__CESC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","CHOL_Tumor",-0.029,"0.87","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__CHOL_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","COAD_Tumor",0.009,"0.88","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__COAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","DLBC_Tumor",-0.29,"0.049","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__DLBC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","ESCA_Tumor",0.056,"0.46","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__ESCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","GBM_Tumor",-0.22,"0.0043","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__GBM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","HNSC_Tumor",-0.028,"0.53","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__HNSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","KICH_Tumor",0.24,"0.048","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__KICH_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","KIRC_Tumor",-0.11,"0.012","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__KIRC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","KIRP_Tumor",-0.048,"0.42","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__KIRP_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","LAML_Tumor",0.27,"0.00033","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__LAML_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","LGG_Tumor",-0.24,"2.4e-08","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__LGG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","LIHC_Tumor",0.039,"0.46","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__LIHC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","LUAD_Tumor",-0.02,"0.66","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__LUAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","LUSC_Tumor",0.067,"0.14","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__LUSC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","MESO_Tumor",-0.0023,"0.98","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__MESO_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","OV_Tumor",-0.011,"0.82","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__OV_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","PAAD_Tumor",0.032,"0.67","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__PAAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","PCPG_Tumor",0.11,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__PCPG_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","PRAD_Tumor",-0.1,"0.024","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__PRAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","READ_Tumor",0.029,"0.78","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__READ_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","SARC_Tumor",-0.23,"0.00024","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__SARC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","SKCM_Tumor",0.093,"0.046","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__SKCM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","STAD_Tumor",0.2,"3.5e-05","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__STAD_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","TGCT_Tumor",0.22,"0.0092","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__TGCT_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","THCA_Tumor",0.1,"0.022","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__THCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","THYM_Tumor",-0.5,"1.2e-08","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__THYM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","UCEC_Tumor",-0.028,"0.72","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__UCEC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","UCS_Tumor",0.18,"0.18","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__UCS_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","BRD4","UROS","UVM_Tumor",0.13,"0.25","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__BRD4_vs_UROS__UVM_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","H2AFZ","ALAD","ACC_Tumor",0.1,"0.39","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__H2AFZ_vs_ALAD__ACC_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","H2AFZ","ALAD","BLCA_Tumor",0.11,"0.022","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__H2AFZ_vs_ALAD__BLCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","H2AFZ","ALAD","BRCA_Tumor",-0.26,"2.5e-18","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__H2AFZ_vs_ALAD__BRCA_Tumor__spearman.pdf"
"ph2","chromatin_vs_heme","H2AFZ","ALAD","CESC_Tumor",0.15,"0.0072","ok","./gepia_pdfs/gepia_pdfs_ph2/ph2__chromatin_vs_heme__H2AFZ_vs_ALAD__CESC_Tumor__spearman.pdf"
