"phase","analysis","gene1","gene2","dataset","R","p_value","status","path"
"ph3","chromatin_vs_heme_HNSC_tumor","ATAD2","PPOX","HNSC_Tumor",0.16,"0.00021","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__ATAD2_vs_PPOX__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","ATAD2","UROD","HNSC_Tumor",0.12,"0.0062","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__ATAD2_vs_UROD__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","ATAD2","UROS","HNSC_Tumor",0.071,"0.1","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__ATAD2_vs_UROS__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD2","ALAD","HNSC_Tumor",0.48,"5.4e-31","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD2_vs_ALAD__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD2","ALAS1","HNSC_Tumor",0.24,"3.7e-08","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD2_vs_ALAS1__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD2","CPOX","HNSC_Tumor",0.48,"9.5e-32","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD2_vs_CPOX__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD2","FECH","HNSC_Tumor",0.41,"7.7e-23","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD2_vs_FECH__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD2","HMBS","HNSC_Tumor",0.037,"0.4","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD2_vs_HMBS__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD2","PPOX","HNSC_Tumor",0.26,"2.2e-09","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD2_vs_PPOX__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD2","UROD","HNSC_Tumor",0.0086,"0.85","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD2_vs_UROD__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD2","UROS","HNSC_Tumor",0.046,"0.3","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD2_vs_UROS__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD4","ALAD","HNSC_Tumor",0.49,"1.9e-32","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD4_vs_ALAD__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD4","ALAS1","HNSC_Tumor",0.26,"1.3e-09","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD4_vs_ALAS1__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD4","CPOX","HNSC_Tumor",0.44,"1.4e-26","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD4_vs_CPOX__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD4","FECH","HNSC_Tumor",0.55,"3.3e-42","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD4_vs_FECH__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD4","HMBS","HNSC_Tumor",0.06,"0.17","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD4_vs_HMBS__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD4","PPOX","HNSC_Tumor",0.026,"0.56","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD4_vs_PPOX__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD4","UROD","HNSC_Tumor",-0.14,"0.001","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD4_vs_UROD__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","BRD4","UROS","HNSC_Tumor",-0.028,"0.53","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__BRD4_vs_UROS__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","H2AFZ","ALAD","HNSC_Tumor",0.11,"0.016","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__H2AFZ_vs_ALAD__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","H2AFZ","ALAS1","HNSC_Tumor",0.22,"3.6e-07","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__H2AFZ_vs_ALAS1__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","H2AFZ","CPOX","HNSC_Tumor",0.41,"6.7e-23","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__H2AFZ_vs_CPOX__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","H2AFZ","FECH","HNSC_Tumor",0.21,"1.2e-06","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__H2AFZ_vs_FECH__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","H2AFZ","HMBS","HNSC_Tumor",0.21,"7.9e-07","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__H2AFZ_vs_HMBS__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","H2AFZ","PPOX","HNSC_Tumor",0.33,"1.4e-14","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__H2AFZ_vs_PPOX__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","H2AFZ","UROD","HNSC_Tumor",0.28,"1.3e-10","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__H2AFZ_vs_UROD__HNSC_Tumor__spearman.pdf"
"ph3","chromatin_vs_heme_HNSC_tumor","H2AFZ","UROS","HNSC_Tumor",0.2,"5.7e-06","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__chromatin_vs_heme_HNSC_tumor__H2AFZ_vs_UROS__HNSC_Tumor__spearman.pdf"
"ph3","heme_consecutive_BLCA_tumor","ALAD","HMBS","BLCA_Tumor",0.018,"0.72","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_BLCA_tumor__ALAD_vs_HMBS__BLCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_BLCA_tumor","ALAS1","ALAD","BLCA_Tumor",0.18,"0.00038","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_BLCA_tumor__ALAS1_vs_ALAD__BLCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_BLCA_tumor","CPOX","PPOX","BLCA_Tumor",-0.14,"0.0059","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_BLCA_tumor__CPOX_vs_PPOX__BLCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_BLCA_tumor","HMBS","UROS","BLCA_Tumor",0.34,"1.3e-12","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_BLCA_tumor__HMBS_vs_UROS__BLCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_BLCA_tumor","PPOX","FECH","BLCA_Tumor",-0.22,"6.8e-06","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_BLCA_tumor__PPOX_vs_FECH__BLCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_BLCA_tumor","UROD","CPOX","BLCA_Tumor",0.18,"0.00021","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_BLCA_tumor__UROD_vs_CPOX__BLCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_BLCA_tumor","UROS","UROD","BLCA_Tumor",0.41,"1e-17","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_BLCA_tumor__UROS_vs_UROD__BLCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_ESCA_tumor","ALAD","HMBS","ESCA_Tumor",0.025,"0.74","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_ESCA_tumor__ALAD_vs_HMBS__ESCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_ESCA_tumor","ALAS1","ALAD","ESCA_Tumor",0.24,"0.0014","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_ESCA_tumor__ALAS1_vs_ALAD__ESCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_ESCA_tumor","CPOX","PPOX","ESCA_Tumor",0.12,"0.11","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_ESCA_tumor__CPOX_vs_PPOX__ESCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_ESCA_tumor","HMBS","UROS","ESCA_Tumor",0.48,"7.7e-12","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_ESCA_tumor__HMBS_vs_UROS__ESCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_ESCA_tumor","PPOX","FECH","ESCA_Tumor",0.25,"0.00061","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_ESCA_tumor__PPOX_vs_FECH__ESCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_ESCA_tumor","UROD","CPOX","ESCA_Tumor",0.22,"0.0024","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_ESCA_tumor__UROD_vs_CPOX__ESCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_ESCA_tumor","UROS","UROD","ESCA_Tumor",0.1,"0.17","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_ESCA_tumor__UROS_vs_UROD__ESCA_Tumor__spearman.pdf"
"ph3","heme_consecutive_GBM_tumor","ALAD","HMBS","GBM_Tumor",-0.14,"0.082","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_GBM_tumor__ALAD_vs_HMBS__GBM_Tumor__spearman.pdf"
"ph3","heme_consecutive_GBM_tumor","ALAS1","ALAD","GBM_Tumor",0.41,"7.4e-08","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_GBM_tumor__ALAS1_vs_ALAD__GBM_Tumor__spearman.pdf"
"ph3","heme_consecutive_GBM_tumor","CPOX","PPOX","GBM_Tumor",0.077,"0.33","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_GBM_tumor__CPOX_vs_PPOX__GBM_Tumor__spearman.pdf"
"ph3","heme_consecutive_GBM_tumor","HMBS","UROS","GBM_Tumor",0.13,"0.087","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_GBM_tumor__HMBS_vs_UROS__GBM_Tumor__spearman.pdf"
"ph3","heme_consecutive_GBM_tumor","PPOX","FECH","GBM_Tumor",0.16,"0.045","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_GBM_tumor__PPOX_vs_FECH__GBM_Tumor__spearman.pdf"
"ph3","heme_consecutive_GBM_tumor","UROD","CPOX","GBM_Tumor",-0.18,"0.019","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_GBM_tumor__UROD_vs_CPOX__GBM_Tumor__spearman.pdf"
"ph3","heme_consecutive_GBM_tumor","UROS","UROD","GBM_Tumor",0.072,"0.36","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_GBM_tumor__UROS_vs_UROD__GBM_Tumor__spearman.pdf"
"ph3","heme_consecutive_HNSC_tumor","ALAD","HMBS","HNSC_Tumor",-0.063,"0.15","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_HNSC_tumor__ALAD_vs_HMBS__HNSC_Tumor__spearman.pdf"
"ph3","heme_consecutive_HNSC_tumor","ALAS1","ALAD","HNSC_Tumor",0.15,"0.00066","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_HNSC_tumor__ALAS1_vs_ALAD__HNSC_Tumor__spearman.pdf"
"ph3","heme_consecutive_HNSC_tumor","CPOX","PPOX","HNSC_Tumor",0.21,"1.5e-06","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_HNSC_tumor__CPOX_vs_PPOX__HNSC_Tumor__spearman.pdf"
"ph3","heme_consecutive_HNSC_tumor","HMBS","UROS","HNSC_Tumor",0.22,"4.5e-07","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_HNSC_tumor__HMBS_vs_UROS__HNSC_Tumor__spearman.pdf"
"ph3","heme_consecutive_HNSC_tumor","PPOX","FECH","HNSC_Tumor",0.069,"0.12","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_HNSC_tumor__PPOX_vs_FECH__HNSC_Tumor__spearman.pdf"
"ph3","heme_consecutive_HNSC_tumor","UROD","CPOX","HNSC_Tumor",0.1,"0.021","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_HNSC_tumor__UROD_vs_CPOX__HNSC_Tumor__spearman.pdf"
"ph3","heme_consecutive_HNSC_tumor","UROS","UROD","HNSC_Tumor",0.37,"4.5e-18","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_consecutive_HNSC_tumor__UROS_vs_UROD__HNSC_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_BLCA_tumor","ALAS1","FECH","BLCA_Tumor",-0.038,"0.45","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_BLCA_tumor__ALAS1_vs_FECH__BLCA_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_BLCA_tumor","HMBS","FECH","BLCA_Tumor",0.25,"5.3e-07","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_BLCA_tumor__HMBS_vs_FECH__BLCA_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_BLCA_tumor","HMBS","PPOX","BLCA_Tumor",0.017,"0.73","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_BLCA_tumor__HMBS_vs_PPOX__BLCA_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_ESCA_tumor","ALAS1","FECH","ESCA_Tumor",-0.037,"0.62","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_ESCA_tumor__ALAS1_vs_FECH__ESCA_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_ESCA_tumor","HMBS","FECH","ESCA_Tumor",0.16,"0.028","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_ESCA_tumor__HMBS_vs_FECH__ESCA_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_ESCA_tumor","HMBS","PPOX","ESCA_Tumor",0.091,"0.22","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_ESCA_tumor__HMBS_vs_PPOX__ESCA_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_GBM_tumor","ALAS1","FECH","GBM_Tumor",0.29,"0.00022","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_GBM_tumor__ALAS1_vs_FECH__GBM_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_GBM_tumor","HMBS","FECH","GBM_Tumor",-0.063,"0.42","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_GBM_tumor__HMBS_vs_FECH__GBM_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_GBM_tumor","HMBS","PPOX","GBM_Tumor",0.41,"5.1e-08","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_GBM_tumor__HMBS_vs_PPOX__GBM_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_HNSC_tumor","ALAS1","FECH","HNSC_Tumor",0.35,"1.5e-16","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_HNSC_tumor__ALAS1_vs_FECH__HNSC_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_HNSC_tumor","HMBS","FECH","HNSC_Tumor",0.057,"0.19","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_HNSC_tumor__HMBS_vs_FECH__HNSC_Tumor__spearman.pdf"
"ph3","heme_nonconsecutive_HNSC_tumor","HMBS","PPOX","HNSC_Tumor",0.076,"0.085","ok","./gepia_pdfs/gepia_pdfs_ph3/ph3__heme_nonconsecutive_HNSC_tumor__HMBS_vs_PPOX__HNSC_Tumor__spearman.pdf"
